USER,PID,%CPU,%MEM,VSZ,RSS,TTY,STAT,START,TIME,COMMAND
root,1,0.0,0.0,23892,14204,?,Ss,01:41,0:02,/sbin/init,splash
root,2,0.0,0.0,0,0,?,S,01:41,0:00,[kthreadd]
root,3,0.0,0.0,0,0,?,S,01:41,0:00,[pool_workqueue_release]
root,4,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-rcu_g]
root,5,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-rcu_p]
root,6,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-slub_]
root,7,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-netns]
root,10,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/0:0H-events_highpri]
root,12,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-mm_pe]
root,13,0.0,0.0,0,0,?,I,01:41,0:00,[rcu_tasks_kthread]
root,14,0.0,0.0,0,0,?,I,01:41,0:00,[rcu_tasks_rude_kthread]
root,15,0.0,0.0,0,0,?,I,01:41,0:00,[rcu_tasks_trace_kthread]
root,16,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/0]
root,17,0.0,0.0,0,0,?,I,01:41,0:09,[rcu_preempt]
root,18,0.0,0.0,0,0,?,S,01:41,0:00,[migration/0]
root,19,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/0]
root,20,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/0]
root,21,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/2]
root,22,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/2]
root,23,0.0,0.0,0,0,?,S,01:41,0:00,[migration/2]
root,24,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/2]
root,26,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/2:0H-events_highpri]
root,27,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/4]
root,28,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/4]
root,29,0.0,0.0,0,0,?,S,01:41,0:00,[migration/4]
root,30,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/4]
root,31,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/4:0-events]
root,32,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/4:0H-events_highpri]
root,33,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/6]
root,34,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/6]
root,35,0.0,0.0,0,0,?,S,01:41,0:00,[migration/6]
root,36,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/6]
root,38,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/6:0H-events_highpri]
root,39,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/8]
root,40,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/8]
root,41,0.0,0.0,0,0,?,S,01:41,0:00,[migration/8]
root,42,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/8]
root,44,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/8:0H-events_highpri]
root,45,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/10]
root,46,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/10]
root,47,0.0,0.0,0,0,?,S,01:41,0:00,[migration/10]
root,48,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/10]
root,50,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/10:0H-events_highpri]
root,51,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/12]
root,52,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/12]
root,53,0.0,0.0,0,0,?,S,01:41,0:00,[migration/12]
root,54,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/12]
root,56,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/12:0H-events_highpri]
root,57,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/14]
root,58,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/14]
root,59,0.0,0.0,0,0,?,S,01:41,0:00,[migration/14]
root,60,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/14]
root,62,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/14:0H-events_highpri]
root,63,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/1]
root,64,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/1]
root,65,0.0,0.0,0,0,?,S,01:41,0:00,[migration/1]
root,66,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/1]
root,68,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/1:0H-events_highpri]
root,69,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/3]
root,70,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/3]
root,71,0.0,0.0,0,0,?,S,01:41,0:00,[migration/3]
root,72,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/3]
root,74,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/3:0H-events_highpri]
root,75,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/5]
root,76,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/5]
root,77,0.0,0.0,0,0,?,S,01:41,0:00,[migration/5]
root,78,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/5]
root,80,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/5:0H-events_highpri]
root,81,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/7]
root,82,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/7]
root,83,0.0,0.0,0,0,?,S,01:41,0:00,[migration/7]
root,84,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/7]
root,86,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/7:0H-events_highpri]
root,87,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/9]
root,88,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/9]
root,89,0.0,0.0,0,0,?,S,01:41,0:00,[migration/9]
root,90,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/9]
root,92,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/9:0H-events_highpri]
root,93,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/11]
root,94,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/11]
root,95,0.0,0.0,0,0,?,S,01:41,0:00,[migration/11]
root,96,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/11]
root,98,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/11:0H-events_highpri]
root,99,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/13]
root,100,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/13]
root,101,0.0,0.0,0,0,?,S,01:41,0:00,[migration/13]
root,102,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/13]
root,104,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/13:0H-events_highpri]
root,105,0.0,0.0,0,0,?,S,01:41,0:00,[cpuhp/15]
root,106,0.0,0.0,0,0,?,S,01:41,0:00,[idle_inject/15]
root,107,0.0,0.0,0,0,?,S,01:41,0:00,[migration/15]
root,108,0.0,0.0,0,0,?,S,01:41,0:00,[ksoftirqd/15]
root,110,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/15:0H-events_highpri]
root,111,0.0,0.0,0,0,?,S,01:41,0:00,[kdevtmpfs]
root,112,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-inet_]
root,114,0.0,0.0,0,0,?,S,01:41,0:00,[kauditd]
root,115,0.0,0.0,0,0,?,S,01:41,0:00,[khungtaskd]
root,116,0.0,0.0,0,0,?,S,01:41,0:00,[oom_reaper]
root,118,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-write]
root,119,0.0,0.0,0,0,?,S,01:41,0:00,[kcompactd0]
root,120,0.0,0.0,0,0,?,SN,01:41,0:00,[ksmd]
root,122,0.0,0.0,0,0,?,SN,01:41,0:00,[khugepaged]
root,123,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-kinte]
root,124,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-kbloc]
root,125,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-blkcg]
root,126,0.0,0.0,0,0,?,S,01:41,0:00,[irq/9-acpi]
root,128,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-tpm_d]
root,129,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-ata_s]
root,130,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-md]
root,131,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-md_bi]
root,132,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-edac-]
root,133,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-devfr]
root,134,0.0,0.0,0,0,?,S,01:41,0:00,[watchdogd]
root,135,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/14:1H-kblockd]
root,136,0.0,0.0,0,0,?,S,01:41,0:00,[irq/25-AMD-Vi0-Evt]
root,137,0.0,0.0,0,0,?,S,01:41,0:00,[irq/26-AMD-Vi0-PPR]
root,138,0.0,0.0,0,0,?,S,01:41,0:00,[irq/27-AMD-Vi0-GA]
root,140,0.0,0.0,0,0,?,S,01:41,0:00,[kswapd0]
root,141,0.0,0.0,0,0,?,S,01:41,0:00,[ecryptfs-kthread]
root,142,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-kthro]
root,143,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/2:1-mm_percpu_wq]
root,150,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/9:1-mm_percpu_wq]
root,155,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-acpi_]
root,156,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/14:2-cgroup_destroy]
root,157,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-mld]
root,158,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-ipv6_]
root,160,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/15:1H-kblockd]
root,166,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-kstrp]
root,181,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-charg]
root,182,0.0,0.0,0,0,?,S,01:41,0:00,[irq/28-ACPI:Event]
root,183,0.0,0.0,0,0,?,S,01:41,0:00,[irq/29-ACPI:Event]
root,184,0.0,0.0,0,0,?,S,01:41,0:00,[irq/30-ACPI:Event]
root,185,0.0,0.0,0,0,?,S,01:41,0:00,[irq/31-ACPI:Event]
root,186,0.0,0.0,0,0,?,S,01:41,0:00,[irq/32-ACPI:Event]
root,187,0.0,0.0,0,0,?,S,01:41,0:00,[irq/33-ACPI:Event]
root,188,0.0,0.0,0,0,?,S,01:41,0:00,[irq/34-ACPI:Event]
root,189,0.0,0.0,0,0,?,S,01:41,0:00,[irq/35-ACPI:Event]
root,212,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/13:1H-kblockd]
root,216,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/0:1H-kblockd]
root,217,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/2:1H-kblockd]
root,238,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/10:1H-kblockd]
root,239,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/8:1H-kblockd]
root,250,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/12:1H-kblockd]
root,251,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/11:1H-kblockd]
root,253,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/6:1H-kblockd]
root,254,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/3:1H-kblockd]
root,255,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/5:1H-kblockd]
root,256,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/7:1H-kblockd]
root,257,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/9:1H-kblockd]
root,259,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/4:1H-kblockd]
root,261,0.0,0.0,0,0,?,S,01:41,0:04,[irq/39-ELAN074E:00]
root,263,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/1:1H-kblockd]
root,339,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-nvme-]
root,340,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-nvme-]
root,341,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-nvme-]
root,342,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-nvme-]
root,401,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-USBC0]
root,429,0.0,0.0,0,0,?,S,01:41,0:00,[jbd2/nvme0n1p2-8]
root,430,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-ext4-]
root,440,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/12:2-mm_percpu_wq]
root,487,0.0,0.1,67284,19212,?,S<s,01:41,0:01,/usr/lib/systemd/systemd-journald
root,577,0.0,0.0,30848,8832,?,Ss,01:41,0:00,/usr/lib/systemd/systemd-udevd
root,653,0.0,0.0,0,0,?,S,01:41,0:00,[psimon]
root,726,0.0,0.0,0,0,?,I,01:41,0:00,[kworker/15:2-cgroup_destroy]
root,751,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-crypt]
root,872,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-cfg80]
root,979,0.0,0.0,0,0,?,S,01:41,0:35,[irq/76-rtw89_pci]
root,1014,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-amdgp]
root,1119,0.0,0.0,0,0,?,I<,01:41,0:00,[kworker/R-ttm]
systemd+,1163,0.0,0.0,17556,7424,?,Ss,01:41,0:02,/usr/lib/systemd/systemd-oomd
systemd+,1172,0.0,0.0,21848,12032,?,Ss,01:41,0:00,/usr/lib/systemd/systemd-resolved
systemd+,1175,0.0,0.0,91044,7552,?,Ssl,01:41,0:00,/usr/lib/systemd/systemd-timesyncd
root,1284,0.0,0.0,313368,7356,?,Ssl,01:41,0:00,/usr/libexec/accounts-daemon
avahi,1287,0.0,0.0,8764,4096,?,Ss,01:41,0:00,avahi-daemon:,running,[x1b3d3adsPC.local]
root,1288,0.0,0.0,13672,6528,?,Ss,01:41,0:00,/usr/libexec/bluetooth/bluetoothd
root,1289,0.0,0.0,9424,2688,?,Ss,01:41,0:00,/usr/sbin/cron,-f,-P
message+,1290,0.0,0.0,12416,6784,?,Ss,01:41,0:03,@dbus-daemon,--system,--address=systemd:,--nofork,--nopidfile,--systemd-activation,--syslog-only
gnome-r+,1293,0.0,0.1,439064,15936,?,Ssl,01:41,0:00,/usr/libexec/gnome-remote-desktop-daemon,--system
polkitd,1298,0.0,0.0,390976,11420,?,Ssl,01:41,0:00,/usr/lib/polkit-1/polkitd,--no-debug
root,1300,0.0,0.0,313632,7744,?,Ssl,01:42,0:00,/usr/libexec/power-profiles-daemon
root,1306,0.0,0.2,2805820,34420,?,Ssl,01:42,0:03,/usr/lib/snapd/snapd
root,1310,0.0,0.0,309788,6528,?,Ssl,01:42,0:00,/usr/libexec/switcheroo-control
root,1316,0.0,0.0,18180,8988,?,Ss,01:42,0:01,/usr/lib/systemd/systemd-logind
root,1319,0.0,0.0,470184,14100,?,Ssl,01:42,0:00,/usr/libexec/udisks2/udisksd
avahi,1322,0.0,0.0,8420,1284,?,S,01:42,0:00,avahi-daemon:,chroot,helper
root,1342,0.0,0.2,467660,33424,?,Ssl,01:42,0:00,/opt/cisco/anyconnect/bin/vpnagentd,-execv_instance
syslog,1374,0.0,0.0,222508,5888,?,Ssl,01:42,0:00,/usr/sbin/rsyslogd,-n,-iNONE
root,1389,0.0,0.1,337888,20072,?,Ssl,01:42,0:03,/usr/sbin/NetworkManager,--no-daemon
root,1391,0.0,0.0,18384,11136,?,Ss,01:42,0:07,/usr/sbin/wpa_supplicant,-u,-s,-O,DIR=/run/wpa_supplicant,GROUP=netdev
root,1433,0.0,0.0,318448,12476,?,Ssl,01:42,0:00,/usr/sbin/ModemManager
root,1528,0.0,0.0,0,0,?,I,01:42,0:00,[kworker/10:2-events]
root,1542,0.0,0.0,0,0,?,I<,01:42,0:00,[kworker/R-amdgp]
root,1543,0.0,0.0,0,0,?,I<,01:42,0:00,[kworker/R-amdgp]
root,1544,0.0,0.0,0,0,?,I<,01:42,0:00,[kworker/R-amdgp]
root,1545,0.0,0.0,0,0,?,I<,01:42,0:00,[kworker/R-dm_vb]
root,1593,0.0,0.0,0,0,?,S,01:42,0:00,[card1-crtc0]
root,1594,0.0,0.0,0,0,?,S,01:42,0:00,[card1-crtc1]
root,1595,0.0,0.0,0,0,?,S,01:42,0:00,[card1-crtc2]
root,1596,0.0,0.0,0,0,?,S,01:42,0:00,[card1-crtc3]
root,1777,0.0,0.0,0,0,?,S,01:42,0:00,[psimon]
root,1859,0.0,0.0,137400,12888,?,Ss,01:42,0:00,/usr/sbin/cupsd,-l
root,1866,0.0,0.0,2892,1536,?,Ss,01:42,0:00,/bin/sh,/snap/cups/1058/scripts/run-cups-browsed
root,1867,0.0,0.0,2892,1408,?,Ss,01:42,0:00,/bin/sh,/snap/cups/1058/scripts/run-cupsd
root,1869,0.0,0.1,112232,22908,?,Ssl,01:42,0:00,/usr/bin/python3,/usr/share/unattended-upgrades/unattended-upgrade-shutdown,--wait-for-signal
root,1877,0.0,0.2,2688260,44632,?,Ssl,01:42,0:05,/usr/bin/containerd
root,1920,0.0,0.0,380064,7148,?,SLsl,01:42,0:00,/usr/sbin/lightdm
colord,1938,0.0,0.0,320216,14220,?,Ssl,01:42,0:00,/usr/libexec/colord
root,1957,0.0,0.1,209444,20372,?,Ss,01:42,0:00,/usr/sbin/apache2,-k,start
www-data,1961,0.0,0.0,210188,10048,?,S,01:42,0:00,/usr/sbin/apache2,-k,start
www-data,1962,0.0,0.0,210188,10048,?,S,01:42,0:00,/usr/sbin/apache2,-k,start
www-data,1963,0.0,0.0,210188,10048,?,S,01:42,0:00,/usr/sbin/apache2,-k,start
www-data,1964,0.0,0.0,210188,10048,?,S,01:42,0:00,/usr/sbin/apache2,-k,start
www-data,1965,0.0,0.0,210188,10048,?,S,01:42,0:00,/usr/sbin/apache2,-k,start
mysql,1989,0.1,2.5,2375820,396280,?,Ssl,01:42,0:45,/usr/sbin/mysqld
root,2075,0.0,0.0,69180,13184,?,S,01:42,0:00,cupsd,-f,-s,/var/snap/cups/common/etc/cups/cups-files.conf,-c,/var/snap/cups/common/etc/cups/cupsd.conf
root,2076,0.0,0.0,241736,9984,?,Sl,01:42,0:00,cups-proxyd,/var/snap/cups/common/run/cups.sock,/run/cups/cups.sock,-l,--logdir,/var/snap/cups/1058/var/log
root,2095,0.5,0.9,1202080,151172,tty7,Ssl+,01:42,3:53,/usr/lib/xorg/Xorg,-core,:0,-seat,seat0,-auth,/var/run/lightdm/root/:0,-nolisten,tcp,vt7,-novtswitch
root,2098,0.0,0.0,8704,1920,tty1,Ss+,01:42,0:00,/sbin/agetty,-o,-p,--,\u,--noclear,-,linux
root,2137,0.0,0.0,2892,768,?,S,01:42,0:00,/bin/sh,/snap/cups/1058/scripts/run-cups-browsed
rtkit,2208,0.0,0.0,22940,3328,?,SNsl,01:42,0:00,/usr/libexec/rtkit-daemon
root,2285,0.0,0.0,0,0,?,S<,01:42,0:00,[krfcommd]
root,2394,0.0,0.0,317524,9600,?,Ssl,01:42,0:00,/usr/libexec/upowerd
root,2420,0.0,0.0,234784,8600,?,Sl,01:42,0:00,lightdm,--session-child,13,20
x1b3d3ad,2477,0.0,0.0,21732,12928,?,Ss,01:42,0:00,/usr/lib/systemd/systemd,--user
x1b3d3ad,2478,0.0,0.0,21400,3524,?,S,01:42,0:00,(sd-pam)
x1b3d3ad,2488,0.0,0.1,118044,16676,?,S<sl,01:42,0:11,/usr/bin/pipewire
x1b3d3ad,2489,0.0,0.0,97736,5760,?,Ssl,01:42,0:00,/usr/bin/pipewire,-c,filter-chain.conf
x1b3d3ad,2492,0.0,0.1,406100,17408,?,S<sl,01:42,0:00,/usr/bin/wireplumber
x1b3d3ad,2493,0.0,0.1,127948,24124,?,S<sl,01:42,0:20,/usr/bin/pipewire-pulse
x1b3d3ad,2494,0.0,0.0,537848,9984,?,SLsl,01:42,0:00,/usr/bin/gnome-keyring-daemon,--foreground,--components=pkcs11,secrets,--control-directory=/run/user/1000/keyring
x1b3d3ad,2506,0.0,0.0,10768,6144,?,Ss,01:42,0:01,/usr/bin/dbus-daemon,--session,--address=systemd:,--nofork,--nopidfile,--systemd-activation,--syslog-only
x1b3d3ad,2529,0.0,0.0,685056,7168,?,Ssl,01:42,0:00,/usr/libexec/xdg-document-portal
x1b3d3ad,2540,0.0,0.0,309312,5888,?,Ssl,01:42,0:00,/usr/libexec/xdg-permission-store
root,2549,0.0,0.0,2704,1920,?,Ss,01:42,0:00,fusermount3,-o,rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal,--,/run/user/1000/doc
x1b3d3ad,2558,0.0,0.1,298196,16128,?,Ssl,01:42,0:00,/usr/libexec/gnome-session-binary,--session=ubuntu
x1b3d3ad,2677,0.0,0.0,383052,7808,?,Ssl,01:42,0:00,/usr/libexec/at-spi-bus-launcher
x1b3d3ad,2684,0.0,0.0,9552,4864,?,S,01:42,0:00,/usr/bin/dbus-daemon,--config-file=/usr/share/defaults/at-spi2/accessibility.conf,--nofork,--print-address,11,--address=unix:path=/run/user/1000/at-spi/bus_0
x1b3d3ad,2702,0.0,0.0,162652,6784,?,Ssl,01:42,0:00,/usr/libexec/gcr-ssh-agent,--base-dir,/run/user/1000/gcr
x1b3d3ad,2703,0.0,0.0,91548,5504,?,Ssl,01:42,0:00,/usr/libexec/gnome-session-ctl,--monitor
x1b3d3ad,2718,0.0,0.0,314276,7680,?,Ssl,01:42,0:00,/usr/libexec/gvfsd
x1b3d3ad,2726,0.0,0.0,459712,7040,?,Sl,01:42,0:00,/usr/libexec/gvfsd-fuse,/run/user/1000/gvfs,-f
x1b3d3ad,2729,0.0,0.1,520672,17920,?,Ssl,01:42,0:00,/usr/libexec/gnome-session-binary,--systemd-service,--session=ubuntu
x1b3d3ad,2772,0.5,2.2,5006872,347376,?,Ssl,01:42,3:51,/usr/bin/gnome-shell
x1b3d3ad,2801,0.0,0.7,1551996,113544,?,Sl,01:42,0:02,/usr/libexec/mutter-x11-frames
x1b3d3ad,2804,0.0,0.0,236052,8192,?,Sl,01:42,0:00,/usr/libexec/at-spi2-registryd,--use-gnome-session
x1b3d3ad,2844,0.0,0.1,656032,21156,?,Sl,01:42,0:00,/usr/libexec/gnome-shell-calendar-server
x1b3d3ad,2851,0.0,0.2,1258168,41600,?,Ssl,01:42,0:00,/usr/libexec/evolution-source-registry
x1b3d3ad,2854,0.0,0.0,230556,6144,?,Ssl,01:42,0:00,/usr/libexec/dconf-service
x1b3d3ad,2869,0.0,0.1,2793668,26280,?,Sl,01:42,0:00,/usr/bin/gjs,-m,/usr/share/gnome-shell/org.gnome.Shell.Notifications
x1b3d3ad,2887,0.0,0.0,388684,11772,?,Ssl,01:42,0:06,/usr/bin/ibus-daemon,--panel,disable,--xim
x1b3d3ad,2889,0.0,0.0,383632,6272,?,Ssl,01:42,0:00,/usr/libexec/gsd-a11y-settings
x1b3d3ad,2893,0.0,0.1,415652,24440,?,Ssl,01:42,0:00,/usr/libexec/gsd-color
x1b3d3ad,2894,0.0,0.0,431768,11776,?,Ssl,01:42,0:00,/usr/libexec/gsd-datetime
x1b3d3ad,2895,0.0,0.0,459360,7424,?,Ssl,01:42,0:00,/usr/libexec/gsd-housekeeping
x1b3d3ad,2897,0.0,0.1,414400,23936,?,Ssl,01:42,0:00,/usr/libexec/gsd-keyboard
x1b3d3ad,2899,0.0,0.1,744340,29584,?,Ssl,01:42,0:00,/usr/libexec/gsd-media-keys
x1b3d3ad,2902,0.0,0.1,595544,29888,?,Ssl,01:42,0:00,/usr/libexec/gsd-power
x1b3d3ad,2904,0.0,0.0,323780,11264,?,Ssl,01:42,0:00,/usr/libexec/gsd-print-notifications
x1b3d3ad,2905,0.0,0.0,531084,5760,?,Ssl,01:42,0:00,/usr/libexec/gsd-rfkill
x1b3d3ad,2907,0.0,0.0,309560,5888,?,Ssl,01:42,0:00,/usr/libexec/gsd-screensaver-proxy
x1b3d3ad,2909,0.0,0.0,543568,11520,?,Ssl,01:42,0:01,/usr/libexec/gsd-sharing
x1b3d3ad,2912,0.0,0.0,385932,7808,?,Ssl,01:42,0:00,/usr/libexec/gsd-smartcard
x1b3d3ad,2914,0.0,0.0,393620,9344,?,Ssl,01:42,0:00,/usr/libexec/gsd-sound
x1b3d3ad,2915,0.0,0.1,341288,24608,?,Ssl,01:42,0:00,/usr/libexec/gsd-wacom
x1b3d3ad,2916,0.0,0.1,418092,27768,?,Ssl,01:42,0:00,/usr/libexec/gsd-xsettings
x1b3d3ad,2952,0.0,0.0,389568,10752,?,Ssl,01:42,0:00,/usr/libexec/gvfs-udisks2-volume-monitor
x1b3d3ad,2964,0.0,0.4,809108,64760,?,Sl,01:42,0:00,/usr/libexec/evolution-data-server/evolution-alarm-notify
x1b3d3ad,2990,0.0,0.0,387628,7680,?,Sl,01:42,0:00,/usr/lib/x86_64-linux-gnu/indicator-messages/indicator-messages-service
x1b3d3ad,2995,0.0,0.0,305492,7808,?,Sl,01:42,0:00,/usr/libexec/gsd-disk-utility-notify
x1b3d3ad,3031,0.0,0.1,546756,23680,?,Sl,01:42,0:00,/usr/libexec/goa-daemon
x1b3d3ad,3033,0.0,2.7,2430612,425040,?,Sl,01:42,0:38,/usr/bin/gnome-software,--gapplication-service
x1b3d3ad,3055,0.0,0.0,310496,6912,?,Sl,01:42,0:00,/usr/libexec/ibus-dconf
x1b3d3ad,3063,0.0,0.2,347964,31536,?,Sl,01:42,0:02,/usr/libexec/ibus-extension-gtk3
x1b3d3ad,3071,0.0,0.1,267228,24512,?,Sl,01:42,0:00,/usr/libexec/ibus-x11,--kill-daemon
